Processing grid size (6, 6) with 216 examples...
Grid Size (30, 30) | Epoch [850/1000] | D Loss: 0.2311 | G Loss: 2.6550
Grid Size (30, 30) | Epoch [860/1000] | D Loss: 0.2653 | G Loss: 2.8131
Grid Size (30, 30) | Epoch [870/1000] | D Loss: 0.2056 | G Loss: 3.0316
Grid Size (30, 30) | Epoch [880/1000] | D Loss: 0.1695 | G Loss: 2.9122
Grid Size (30, 30) | Epoch [890/1000] | D Loss: 0.1677 | G Loss: 2.5979
Grid Size (30, 30) | Epoch [900/1000] | D Loss: 0.1958 | G Loss: 2.7931
Grid Size (30, 30) | Epoch [910/1000] | D Loss: 0.2152 | G Loss: 2.5451
Grid Size (30, 30) | Epoch [920/1000] | D Loss: 0.1698 | G Loss: 2.8529
Grid Size (30, 30) | Epoch [930/1000] | D Loss: 0.1746 | G Loss: 2.8634
Grid Size (30, 30) | Epoch [940/1000] | D Loss: 0.1429 | G Loss: 3.1367
Grid Size (30, 30) | Epoch [950/1000] | D Loss: 0.1850 | G Loss: 2.6561
Grid Size (30, 30) | Epoch [960/1000] | D Loss: 0.2046 | G Loss: 2.7173
Grid Size (30, 30) | Epoch [970/1000] | D Loss: 0.1339 | G Loss: 2.9154
Grid Size (30, 30) | Epoch [980/1000] | D Loss: 0.2342 | G Loss: 3.3665
Grid Size (30, 30) | Epoch [990/1000] | D Loss: 0.1370 | G Loss: 3.1022

Training complete for grid size (30, 30).

Generating 200 new examples for grid size (30, 30)...
Generated dataset appended to '/content/drive/MyDrive/Google_AI_Studio/ARCAGI2025/datasets/generated_dcgan_dataset_30x30.json'.

Processing grid size (11, 10) with 18 examples...
Skipping training for grid size (11, 10) due to insufficient data (18 examples).

Processing grid size (10, 11) with 22 examples...
Skipping training for grid size (10, 11) due to insufficient data (22 examples).

Processing grid size (24, 22) with 8 examples...
Skipping training for grid size (24, 22) due to insufficient data (8 examples).

Processing grid size (22, 24) with 8 examples...
Skipping training for grid size (22, 24) due to insufficient data (8 examples).

Processing grid size (26, 26) with 56 examples...
Skipping training for grid size (26, 26) due to insufficient data (56 examples).

Processing grid size (11, 11) with 176 examples...
Using Conv models for grid size (11, 11).
Grid Size (11, 11) | Epoch [0/1000] | D Loss: 1.2772 | G Loss: 1.1080
Grid Size (11, 11) | Epoch [10/1000] | D Loss: 0.5820 | G Loss: 1.5464
Grid Size (11, 11) | Epoch [20/1000] | D Loss: 0.4942 | G Loss: 1.5505
Grid Size (11, 11) | Epoch [30/1000] | D Loss: 0.3780 | G Loss: 1.9683
Grid Size (11, 11) | Epoch [40/1000] | D Loss: 0.3427 | G Loss: 2.1248
Grid Size (11, 11) | Epoch [50/1000] | D Loss: 0.3973 | G Loss: 2.0613
Grid Size (11, 11) | Epoch [60/1000] | D Loss: 0.3694 | G Loss: 2.0369
Grid Size (11, 11) | Epoch [70/1000] | D Loss: 0.3513 | G Loss: 1.9875
Grid Size (11, 11) | Epoch [80/1000] | D Loss: 0.3858 | G Loss: 1.9569
Grid Size (11, 11) | Epoch [90/1000] | D Loss: 0.3519 | G Loss: 2.0292
Grid Size (11, 11) | Epoch [100/1000] | D Loss: 0.3579 | G Loss: 2.2062
Grid Size (11, 11) | Epoch [110/1000] | D Loss: 0.3834 | G Loss: 2.0157
Grid Size (11, 11) | Epoch [120/1000] | D Loss: 0.6230 | G Loss: 1.5502
Grid Size (11, 11) | Epoch [130/1000] | D Loss: 0.5856 | G Loss: 1.6733
Grid Size (11, 11) | Epoch [140/1000] | D Loss: 0.7486 | G Loss: 1.4816
Grid Size (11, 11) | Epoch [150/1000] | D Loss: 0.6579 | G Loss: 1.7605
Grid Size (11, 11) | Epoch [160/1000] | D Loss: 0.5320 | G Loss: 1.7099
Grid Size (11, 11) | Epoch [170/1000] | D Loss: 0.5810 | G Loss: 1.1888
Grid Size (11, 11) | Epoch [180/1000] | D Loss: 0.7797 | G Loss: 1.3514
Grid Size (11, 11) | Epoch [190/1000] | D Loss: 0.6025 | G Loss: 1.5362
Grid Size (11, 11) | Epoch [200/1000] | D Loss: 0.5738 | G Loss: 1.8328
Grid Size (11, 11) | Epoch [210/1000] | D Loss: 0.5295 | G Loss: 1.6600
Grid Size (11, 11) | Epoch [220/1000] | D Loss: 0.4832 | G Loss: 1.8591
Grid Size (11, 11) | Epoch [230/1000] | D Loss: 0.4598 | G Loss: 1.9045
Grid Size (11, 11) | Epoch [240/1000] | D Loss: 0.5125 | G Loss: 1.6817
Grid Size (11, 11) | Epoch [250/1000] | D Loss: 0.5504 | G Loss: 1.2446
Grid Size (11, 11) | Epoch [260/1000] | D Loss: 0.4802 | G Loss: 1.4436
Grid Size (11, 11) | Epoch [270/1000] | D Loss: 0.4830 | G Loss: 2.0261
Grid Size (11, 11) | Epoch [280/1000] | D Loss: 0.4591 | G Loss: 2.0145
Grid Size (11, 11) | Epoch [290/1000] | D Loss: 0.4702 | G Loss: 2.2215
Grid Size (11, 11) | Epoch [300/1000] | D Loss: 0.3368 | G Loss: 1.9683
Grid Size (11, 11) | Epoch [310/1000] | D Loss: 0.4353 | G Loss: 1.8008
Grid Size (11, 11) | Epoch [320/1000] | D Loss: 0.4783 | G Loss: 1.9948
Grid Size (11, 11) | Epoch [330/1000] | D Loss: 0.2866 | G Loss: 2.0636
Grid Size (11, 11) | Epoch [340/1000] | D Loss: 0.3331 | G Loss: 1.9647
Grid Size (11, 11) | Epoch [350/1000] | D Loss: 0.3309 | G Loss: 2.1789
Grid Size (11, 11) | Epoch [360/1000] | D Loss: 0.3486 | G Loss: 2.3168
Grid Size (11, 11) | Epoch [370/1000] | D Loss: 0.2950 | G Loss: 2.0920
Grid Size (11, 11) | Epoch [380/1000] | D Loss: 0.3093 | G Loss: 2.2628
Grid Size (11, 11) | Epoch [390/1000] | D Loss: 0.3564 | G Loss: 1.9361
Grid Size (11, 11) | Epoch [400/1000] | D Loss: 0.2345 | G Loss: 3.2725
Grid Size (11, 11) | Epoch [410/1000] | D Loss: 0.2314 | G Loss: 2.8035
Grid Size (11, 11) | Epoch [420/1000] | D Loss: 0.1742 | G Loss: 2.7506
Grid Size (11, 11) | Epoch [430/1000] | D Loss: 0.2338 | G Loss: 2.6728
Grid Size (11, 11) | Epoch [440/1000] | D Loss: 0.2432 | G Loss: 3.0647
Grid Size (11, 11) | Epoch [450/1000] | D Loss: 0.2310 | G Loss: 3.0982
Grid Size (11, 11) | Epoch [460/1000] | D Loss: 0.1973 | G Loss: 2.6498
Grid Size (11, 11) | Epoch [470/1000] | D Loss: 0.1825 | G Loss: 2.6790
Grid Size (11, 11) | Epoch [480/1000] | D Loss: 0.2703 | G Loss: 3.1177
Grid Size (11, 11) | Epoch [490/1000] | D Loss: 0.2072 | G Loss: 3.2521
Grid Size (11, 11) | Epoch [500/1000] | D Loss: 0.1806 | G Loss: 2.7886
Grid Size (11, 11) | Epoch [510/1000] | D Loss: 0.1476 | G Loss: 2.8874
Grid Size (11, 11) | Epoch [520/1000] | D Loss: 0.1835 | G Loss: 3.1893
Grid Size (11, 11) | Epoch [530/1000] | D Loss: 0.1748 | G Loss: 2.9129
Grid Size (11, 11) | Epoch [540/1000] | D Loss: 0.1644 | G Loss: 3.3047
Grid Size (11, 11) | Epoch [550/1000] | D Loss: 0.1121 | G Loss: 3.7762
Grid Size (11, 11) | Epoch [560/1000] | D Loss: 0.1572 | G Loss: 3.5316
Grid Size (11, 11) | Epoch [570/1000] | D Loss: 0.1520 | G Loss: 2.8569
Grid Size (11, 11) | Epoch [580/1000] | D Loss: 0.1124 | G Loss: 3.5081
Grid Size (11, 11) | Epoch [590/1000] | D Loss: 0.1671 | G Loss: 4.0530
Grid Size (11, 11) | Epoch [600/1000] | D Loss: 0.1646 | G Loss: 3.1706
Grid Size (11, 11) | Epoch [610/1000] | D Loss: 0.1062 | G Loss: 3.0269
Grid Size (11, 11) | Epoch [620/1000] | D Loss: 0.1318 | G Loss: 3.5333
Grid Size (11, 11) | Epoch [630/1000] | D Loss: 0.1207 | G Loss: 3.2361
Grid Size (11, 11) | Epoch [640/1000] | D Loss: 0.1100 | G Loss: 3.7176
Grid Size (11, 11) | Epoch [650/1000] | D Loss: 0.1252 | G Loss: 3.1641
Grid Size (11, 11) | Epoch [660/1000] | D Loss: 0.2168 | G Loss: 2.6692
Grid Size (11, 11) | Epoch [670/1000] | D Loss: 0.0836 | G Loss: 4.0126
Grid Size (11, 11) | Epoch [680/1000] | D Loss: 0.1132 | G Loss: 3.7005
Grid Size (11, 11) | Epoch [690/1000] | D Loss: 0.1024 | G Loss: 3.0307
Grid Size (11, 11) | Epoch [700/1000] | D Loss: 0.1211 | G Loss: 4.2372
Grid Size (11, 11) | Epoch [710/1000] | D Loss: 0.1569 | G Loss: 4.0766
Grid Size (11, 11) | Epoch [720/1000] | D Loss: 0.0722 | G Loss: 3.6531
Grid Size (11, 11) | Epoch [730/1000] | D Loss: 0.1130 | G Loss: 3.4714
Grid Size (11, 11) | Epoch [740/1000] | D Loss: 0.1507 | G Loss: 3.3878
Grid Size (11, 11) | Epoch [750/1000] | D Loss: 0.1267 | G Loss: 3.5370
Grid Size (11, 11) | Epoch [760/1000] | D Loss: 0.1702 | G Loss: 3.5544
Grid Size (11, 11) | Epoch [770/1000] | D Loss: 0.1171 | G Loss: 3.7136
Grid Size (11, 11) | Epoch [780/1000] | D Loss: 0.0663 | G Loss: 3.5184
Grid Size (11, 11) | Epoch [790/1000] | D Loss: 0.0946 | G Loss: 3.6453
Grid Size (11, 11) | Epoch [800/1000] | D Loss: 0.1609 | G Loss: 2.8173
Grid Size (11, 11) | Epoch [810/1000] | D Loss: 0.0898 | G Loss: 3.7132
Grid Size (11, 11) | Epoch [820/1000] | D Loss: 0.0784 | G Loss: 3.3978
Grid Size (11, 11) | Epoch [830/1000] | D Loss: 0.0921 | G Loss: 3.5658
Grid Size (11, 11) | Epoch [840/1000] | D Loss: 0.1493 | G Loss: 3.9830
Grid Size (11, 11) | Epoch [850/1000] | D Loss: 0.0940 | G Loss: 4.2577
Grid Size (11, 11) | Epoch [860/1000] | D Loss: 0.1010 | G Loss: 3.4990
Grid Size (11, 11) | Epoch [870/1000] | D Loss: 0.0639 | G Loss: 3.8099
Grid Size (11, 11) | Epoch [880/1000] | D Loss: 0.1315 | G Loss: 3.3914
Grid Size (11, 11) | Epoch [890/1000] | D Loss: 0.0835 | G Loss: 3.9065
Grid Size (11, 11) | Epoch [900/1000] | D Loss: 0.0615 | G Loss: 4.2200
Grid Size (11, 11) | Epoch [910/1000] | D Loss: 0.1104 | G Loss: 4.1825
Grid Size (11, 11) | Epoch [920/1000] | D Loss: 0.1016 | G Loss: 4.8682
Grid Size (11, 11) | Epoch [930/1000] | D Loss: 0.0825 | G Loss: 4.2802
Grid Size (11, 11) | Epoch [940/1000] | D Loss: 0.0654 | G Loss: 3.9001
Grid Size (11, 11) | Epoch [950/1000] | D Loss: 0.0794 | G Loss: 3.9003
Grid Size (11, 11) | Epoch [960/1000] | D Loss: 0.1094 | G Loss: 4.0624
Grid Size (11, 11) | Epoch [970/1000] | D Loss: 0.0896 | G Loss: 4.2992
Grid Size (11, 11) | Epoch [980/1000] | D Loss: 0.0579 | G Loss: 4.8638
Grid Size (11, 11) | Epoch [990/1000] | D Loss: 0.0745 | G Loss: 4.0174

Training complete for grid size (11, 11).

Generating 200 new examples for grid size (11, 11)...
Generated dataset appended to '/content/drive/MyDrive/Google_AI_Studio/ARCAGI2025/datasets/generated_dcgan_dataset_11x11.json'.

Processing grid size (12, 12) with 248 examples...
Using Conv models for grid size (12, 12).
Grid Size (12, 12) | Epoch [0/1000] | D Loss: 1.4170 | G Loss: 0.8482
Grid Size (12, 12) | Epoch [10/1000] | D Loss: 0.8886 | G Loss: 1.0510
Grid Size (12, 12) | Epoch [20/1000] | D Loss: 0.7128 | G Loss: 1.3754
Grid Size (12, 12) | Epoch [30/1000] | D Loss: 0.7458 | G Loss: 1.2673
Grid Size (12, 12) | Epoch [40/1000] | D Loss: 0.4727 | G Loss: 1.6373
Grid Size (12, 12) | Epoch [50/1000] | D Loss: 0.5776 | G Loss: 1.7311
Grid Size (12, 12) | Epoch [60/1000] | D Loss: 0.6580 | G Loss: 1.4414
Grid Size (12, 12) | Epoch [70/1000] | D Loss: 0.7450 | G Loss: 1.6159
Grid Size (12, 12) | Epoch [80/1000] | D Loss: 0.8979 | G Loss: 1.4592
Grid Size (12, 12) | Epoch [90/1000] | D Loss: 0.8095 | G Loss: 1.3933
Grid Size (12, 12) | Epoch [100/1000] | D Loss: 0.9103 | G Loss: 1.2078
Grid Size (12, 12) | Epoch [110/1000] | D Loss: 0.9131 | G Loss: 1.1428
Grid Size (12, 12) | Epoch [120/1000] | D Loss: 0.9101 | G Loss: 1.1688
Grid Size (12, 12) | Epoch [130/1000] | D Loss: 0.8805 | G Loss: 1.1586
Grid Size (12, 12) | Epoch [140/1000] | D Loss: 0.8590 | G Loss: 1.3568
Grid Size (12, 12) | Epoch [150/1000] | D Loss: 0.8825 | G Loss: 1.2132
Grid Size (12, 12) | Epoch [160/1000] | D Loss: 0.7564 | G Loss: 1.2573
Grid Size (12, 12) | Epoch [170/1000] | D Loss: 0.8125 | G Loss: 1.3616
Grid Size (12, 12) | Epoch [180/1000] | D Loss: 0.7809 | G Loss: 1.2714
Grid Size (12, 12) | Epoch [190/1000] | D Loss: 0.8677 | G Loss: 1.2037
Grid Size (12, 12) | Epoch [200/1000] | D Loss: 0.8792 | G Loss: 1.1704
Grid Size (12, 12) | Epoch [210/1000] | D Loss: 0.7794 | G Loss: 1.2543
Grid Size (12, 12) | Epoch [220/1000] | D Loss: 0.8025 | G Loss: 1.1657
Grid Size (12, 12) | Epoch [230/1000] | D Loss: 0.7171 | G Loss: 1.3365
Grid Size (12, 12) | Epoch [240/1000] | D Loss: 0.7533 | G Loss: 1.4435
Grid Size (12, 12) | Epoch [250/1000] | D Loss: 0.7662 | G Loss: 1.2868
Grid Size (12, 12) | Epoch [260/1000] | D Loss: 0.7485 | G Loss: 1.0526
Grid Size (12, 12) | Epoch [270/1000] | D Loss: 0.7086 | G Loss: 1.2766
Grid Size (12, 12) | Epoch [280/1000] | D Loss: 0.7901 | G Loss: 1.2830
Grid Size (12, 12) | Epoch [290/1000] | D Loss: 0.6505 | G Loss: 1.4826
Grid Size (12, 12) | Epoch [300/1000] | D Loss: 0.6271 | G Loss: 1.3437
Grid Size (12, 12) | Epoch [310/1000] | D Loss: 0.5910 | G Loss: 1.7770
Grid Size (12, 12) | Epoch [320/1000] | D Loss: 0.5446 | G Loss: 1.7279
Grid Size (12, 12) | Epoch [330/1000] | D Loss: 0.5709 | G Loss: 1.5404
Grid Size (12, 12) | Epoch [340/1000] | D Loss: 0.4862 | G Loss: 1.7328
Grid Size (12, 12) | Epoch [350/1000] | D Loss: 0.5131 | G Loss: 1.9100
Grid Size (12, 12) | Epoch [360/1000] | D Loss: 0.4615 | G Loss: 1.7246
Grid Size (12, 12) | Epoch [370/1000] | D Loss: 0.5949 | G Loss: 1.5097
Grid Size (12, 12) | Epoch [380/1000] | D Loss: 0.4185 | G Loss: 1.6637
Grid Size (12, 12) | Epoch [390/1000] | D Loss: 0.3828 | G Loss: 1.8293
Grid Size (12, 12) | Epoch [400/1000] | D Loss: 0.3759 | G Loss: 1.7212
Grid Size (12, 12) | Epoch [410/1000] | D Loss: 0.3955 | G Loss: 1.8438
Grid Size (12, 12) | Epoch [420/1000] | D Loss: 0.3791 | G Loss: 2.0915
Grid Size (12, 12) | Epoch [430/1000] | D Loss: 0.3753 | G Loss: 2.3362
Grid Size (12, 12) | Epoch [440/1000] | D Loss: 0.3172 | G Loss: 2.2308
Grid Size (12, 12) | Epoch [450/1000] | D Loss: 0.3394 | G Loss: 1.8929
Grid Size (12, 12) | Epoch [460/1000] | D Loss: 0.2918 | G Loss: 2.0917
Grid Size (12, 12) | Epoch [470/1000] | D Loss: 0.3632 | G Loss: 2.8154
Grid Size (12, 12) | Epoch [480/1000] | D Loss: 0.2991 | G Loss: 2.2900
Grid Size (12, 12) | Epoch [490/1000] | D Loss: 0.2189 | G Loss: 2.6052
Grid Size (12, 12) | Epoch [500/1000] | D Loss: 0.2442 | G Loss: 2.5192
Grid Size (12, 12) | Epoch [510/1000] | D Loss: 0.2646 | G Loss: 2.1984
Grid Size (12, 12) | Epoch [520/1000] | D Loss: 0.4724 | G Loss: 2.8853
Grid Size (12, 12) | Epoch [530/1000] | D Loss: 0.3205 | G Loss: 2.1205
Grid Size (12, 12) | Epoch [540/1000] | D Loss: 0.2193 | G Loss: 2.4233
Grid Size (12, 12) | Epoch [550/1000] | D Loss: 0.2745 | G Loss: 2.5396
Grid Size (12, 12) | Epoch [560/1000] | D Loss: 0.2719 | G Loss: 2.6954
Grid Size (12, 12) | Epoch [570/1000] | D Loss: 0.2420 | G Loss: 2.3459
Grid Size (12, 12) | Epoch [580/1000] | D Loss: 0.2832 | G Loss: 2.3423
Grid Size (12, 12) | Epoch [590/1000] | D Loss: 0.3157 | G Loss: 2.2105
Grid Size (12, 12) | Epoch [600/1000] | D Loss: 0.3489 | G Loss: 2.6426
Grid Size (12, 12) | Epoch [610/1000] | D Loss: 0.3048 | G Loss: 2.1534
Grid Size (12, 12) | Epoch [620/1000] | D Loss: 0.3158 | G Loss: 2.2160
Grid Size (12, 12) | Epoch [630/1000] | D Loss: 0.3035 | G Loss: 2.3584
Grid Size (12, 12) | Epoch [640/1000] | D Loss: 0.3456 | G Loss: 1.9698
Grid Size (12, 12) | Epoch [650/1000] | D Loss: 0.2612 | G Loss: 2.2477
Grid Size (12, 12) | Epoch [660/1000] | D Loss: 0.4190 | G Loss: 2.6780
Grid Size (12, 12) | Epoch [670/1000] | D Loss: 0.2099 | G Loss: 2.7223
Grid Size (12, 12) | Epoch [680/1000] | D Loss: 0.2888 | G Loss: 2.3826
Grid Size (12, 12) | Epoch [690/1000] | D Loss: 0.2823 | G Loss: 2.5864
Grid Size (12, 12) | Epoch [700/1000] | D Loss: 0.2428 | G Loss: 2.4155
Grid Size (12, 12) | Epoch [710/1000] | D Loss: 0.2300 | G Loss: 2.3781
Grid Size (12, 12) | Epoch [720/1000] | D Loss: 0.1903 | G Loss: 2.7948
Grid Size (12, 12) | Epoch [730/1000] | D Loss: 0.2568 | G Loss: 2.9586
Grid Size (12, 12) | Epoch [740/1000] | D Loss: 0.2891 | G Loss: 2.5094
Grid Size (12, 12) | Epoch [750/1000] | D Loss: 0.2157 | G Loss: 2.3351
Grid Size (12, 12) | Epoch [760/1000] | D Loss: 0.2127 | G Loss: 2.7402
Grid Size (12, 12) | Epoch [770/1000] | D Loss: 0.2054 | G Loss: 2.8193
Grid Size (12, 12) | Epoch [780/1000] | D Loss: 0.1722 | G Loss: 2.7902
Grid Size (12, 12) | Epoch [790/1000] | D Loss: 0.1641 | G Loss: 3.0377
Grid Size (12, 12) | Epoch [800/1000] | D Loss: 0.1718 | G Loss: 2.6486
Grid Size (12, 12) | Epoch [810/1000] | D Loss: 0.1892 | G Loss: 2.4885
Grid Size (12, 12) | Epoch [820/1000] | D Loss: 0.1940 | G Loss: 2.7104
Grid Size (12, 12) | Epoch [830/1000] | D Loss: 0.1949 | G Loss: 2.7817
Grid Size (12, 12) | Epoch [840/1000] | D Loss: 0.1583 | G Loss: 2.7257
Grid Size (12, 12) | Epoch [850/1000] | D Loss: 0.3195 | G Loss: 2.7915
Grid Size (12, 12) | Epoch [860/1000] | D Loss: 0.2641 | G Loss: 2.3676
Grid Size (12, 12) | Epoch [870/1000] | D Loss: 0.2015 | G Loss: 3.1265
Grid Size (12, 12) | Epoch [880/1000] | D Loss: 0.1381 | G Loss: 3.5641
Grid Size (12, 12) | Epoch [890/1000] | D Loss: 0.1287 | G Loss: 3.2798
Grid Size (12, 12) | Epoch [900/1000] | D Loss: 0.1419 | G Loss: 3.5653
Grid Size (12, 12) | Epoch [910/1000] | D Loss: 0.1490 | G Loss: 2.9464
Grid Size (12, 12) | Epoch [920/1000] | D Loss: 0.1594 | G Loss: 2.8582
Grid Size (12, 12) | Epoch [930/1000] | D Loss: 0.1571 | G Loss: 3.0762
Grid Size (12, 12) | Epoch [940/1000] | D Loss: 0.1778 | G Loss: 2.8216
Grid Size (12, 12) | Epoch [950/1000] | D Loss: 0.2075 | G Loss: 2.3206
Grid Size (12, 12) | Epoch [960/1000] | D Loss: 0.1695 | G Loss: 2.5961
Grid Size (12, 12) | Epoch [970/1000] | D Loss: 0.1403 | G Loss: 3.2044
Grid Size (12, 12) | Epoch [980/1000] | D Loss: 0.1007 | G Loss: 3.0556
Grid Size (12, 12) | Epoch [990/1000] | D Loss: 0.1500 | G Loss: 3.0014

Training complete for grid size (12, 12).

Generating 200 new examples for grid size (12, 12)...
Generated dataset appended to '/content/drive/MyDrive/Google_AI_Studio/ARCAGI2025/datasets/generated_dcgan_dataset_12x12.json'.

Processing grid size (4, 3) with 52 examples...
Skipping training for grid size (4, 3) due to insufficient data (52 examples).

Processing grid size (3, 4) with 28 examples...
Skipping training for grid size (3, 4) due to insufficient data (28 examples).

Processing grid size (15, 17) with 28 examples...
Skipping training for grid size (15, 17) due to insufficient data (28 examples).

Processing grid size (17, 15) with 20 examples...
Skipping training for grid size (17, 15) due to insufficient data (20 examples).

Processing grid size (11, 27) with 6 examples...
Skipping training for grid size (11, 27) due to insufficient data (6 examples).

Processing grid size (27, 11) with 2 examples...
Skipping training for grid size (27, 11) due to insufficient data (2 examples).

Processing grid size (15, 15) with 280 examples...
Using Conv models for grid size (15, 15).
Grid Size (15, 15) | Epoch [0/1000] | D Loss: 1.8385 | G Loss: 0.5347
Grid Size (15, 15) | Epoch [10/1000] | D Loss: 0.5424 | G Loss: 1.5713
Grid Size (15, 15) | Epoch [20/1000] | D Loss: 0.4950 | G Loss: 1.5790
Grid Size (15, 15) | Epoch [30/1000] | D Loss: 0.3421 | G Loss: 1.9455
Grid Size (15, 15) | Epoch [40/1000] | D Loss: 0.3895 | G Loss: 2.0491
Grid Size (15, 15) | Epoch [50/1000] | D Loss: 0.2996 | G Loss: 2.2295
Grid Size (15, 15) | Epoch [60/1000] | D Loss: 0.2193 | G Loss: 2.5748
Grid Size (15, 15) | Epoch [70/1000] | D Loss: 0.1697 | G Loss: 2.8383
Grid Size (15, 15) | Epoch [80/1000] | D Loss: 0.1589 | G Loss: 2.8951
Grid Size (15, 15) | Epoch [90/1000] | D Loss: 0.1623 | G Loss: 2.6857
Grid Size (15, 15) | Epoch [100/1000] | D Loss: 0.3086 | G Loss: 2.3222
Grid Size (15, 15) | Epoch [110/1000] | D Loss: 0.4101 | G Loss: 2.2374
Grid Size (15, 15) | Epoch [120/1000] | D Loss: 0.3093 | G Loss: 2.3582
Grid Size (15, 15) | Epoch [130/1000] | D Loss: 0.3373 | G Loss: 2.2528
Grid Size (15, 15) | Epoch [140/1000] | D Loss: 0.3430 | G Loss: 2.0864
Grid Size (15, 15) | Epoch [150/1000] | D Loss: 0.3496 | G Loss: 2.3365
Grid Size (15, 15) | Epoch [160/1000] | D Loss: 0.3961 | G Loss: 2.0204
Grid Size (15, 15) | Epoch [170/1000] | D Loss: 0.3432 | G Loss: 2.3515
Grid Size (15, 15) | Epoch [180/1000] | D Loss: 0.3943 | G Loss: 2.1930
Grid Size (15, 15) | Epoch [190/1000] | D Loss: 0.7041 | G Loss: 1.7480
Grid Size (15, 15) | Epoch [200/1000] | D Loss: 0.7049 | G Loss: 1.6896
Grid Size (15, 15) | Epoch [210/1000] | D Loss: 0.7524 | G Loss: 1.3783
Grid Size (15, 15) | Epoch [220/1000] | D Loss: 0.7440 | G Loss: 1.3660
Grid Size (15, 15) | Epoch [230/1000] | D Loss: 0.5691 | G Loss: 2.0105
Grid Size (15, 15) | Epoch [240/1000] | D Loss: 0.5548 | G Loss: 1.8257
Grid Size (15, 15) | Epoch [250/1000] | D Loss: 0.6023 | G Loss: 1.4369
Grid Size (15, 15) | Epoch [260/1000] | D Loss: 0.5938 | G Loss: 1.5809
Grid Size (15, 15) | Epoch [270/1000] | D Loss: 0.5819 | G Loss: 1.8697
Grid Size (15, 15) | Epoch [280/1000] | D Loss: 0.5350 | G Loss: 1.5499
Grid Size (15, 15) | Epoch [290/1000] | D Loss: 0.6278 | G Loss: 1.7703
Grid Size (15, 15) | Epoch [300/1000] | D Loss: 0.6320 | G Loss: 1.8545
Grid Size (15, 15) | Epoch [310/1000] | D Loss: 0.5276 | G Loss: 1.7191
Grid Size (15, 15) | Epoch [320/1000] | D Loss: 0.6833 | G Loss: 1.5739
Grid Size (15, 15) | Epoch [330/1000] | D Loss: 0.5208 | G Loss: 1.3539
Grid Size (15, 15) | Epoch [340/1000] | D Loss: 0.5489 | G Loss: 1.5814
Grid Size (15, 15) | Epoch [350/1000] | D Loss: 0.6554 | G Loss: 1.3788
Grid Size (15, 15) | Epoch [360/1000] | D Loss: 0.7872 | G Loss: 1.2314
Grid Size (15, 15) | Epoch [370/1000] | D Loss: 0.6414 | G Loss: 1.5586
Grid Size (15, 15) | Epoch [380/1000] | D Loss: 0.6281 | G Loss: 1.5540
Grid Size (15, 15) | Epoch [390/1000] | D Loss: 0.6590 | G Loss: 1.3748
Grid Size (15, 15) | Epoch [400/1000] | D Loss: 0.7244 | G Loss: 2.2315
Grid Size (15, 15) | Epoch [410/1000] | D Loss: 0.8092 | G Loss: 1.7926
Grid Size (15, 15) | Epoch [420/1000] | D Loss: 0.5507 | G Loss: 1.6407
Grid Size (15, 15) | Epoch [430/1000] | D Loss: 0.5692 | G Loss: 1.7477
Grid Size (15, 15) | Epoch [440/1000] | D Loss: 0.5967 | G Loss: 1.8182
Grid Size (15, 15) | Epoch [450/1000] | D Loss: 0.9436 | G Loss: 1.5421
Grid Size (15, 15) | Epoch [460/1000] | D Loss: 0.6288 | G Loss: 1.5838
Grid Size (15, 15) | Epoch [470/1000] | D Loss: 0.5965 | G Loss: 1.6043
Grid Size (15, 15) | Epoch [480/1000] | D Loss: 0.5695 | G Loss: 1.7448
Grid Size (15, 15) | Epoch [490/1000] | D Loss: 0.6814 | G Loss: 1.8315
Grid Size (15, 15) | Epoch [500/1000] | D Loss: 0.6377 | G Loss: 1.7674
Grid Size (15, 15) | Epoch [510/1000] | D Loss: 0.5396 | G Loss: 1.5470
Grid Size (15, 15) | Epoch [520/1000] | D Loss: 0.6368 | G Loss: 1.9269
Grid Size (15, 15) | Epoch [530/1000] | D Loss: 0.5014 | G Loss: 1.2472
Grid Size (15, 15) | Epoch [540/1000] | D Loss: 0.6166 | G Loss: 1.5929
Grid Size (15, 15) | Epoch [550/1000] | D Loss: 0.5694 | G Loss: 1.4543
Grid Size (15, 15) | Epoch [560/1000] | D Loss: 0.4983 | G Loss: 1.5080
Grid Size (15, 15) | Epoch [570/1000] | D Loss: 0.6302 | G Loss: 2.0714
Grid Size (15, 15) | Epoch [580/1000] | D Loss: 0.5372 | G Loss: 1.8146
Grid Size (15, 15) | Epoch [590/1000] | D Loss: 0.6273 | G Loss: 1.5197
Grid Size (15, 15) | Epoch [600/1000] | D Loss: 0.4357 | G Loss: 1.4601
Grid Size (15, 15) | Epoch [610/1000] | D Loss: 0.5362 | G Loss: 1.5950
Grid Size (15, 15) | Epoch [620/1000] | D Loss: 0.4977 | G Loss: 1.7402
Grid Size (15, 15) | Epoch [630/1000] | D Loss: 0.5708 | G Loss: 1.5791
Grid Size (15, 15) | Epoch [640/1000] | D Loss: 0.5154 | G Loss: 2.3468
Grid Size (15, 15) | Epoch [650/1000] | D Loss: 0.4701 | G Loss: 2.2308
Grid Size (15, 15) | Epoch [660/1000] | D Loss: 0.4571 | G Loss: 1.8314
