
Processing grid size (6, 6) with 216 examples...
Skipping training for grid size (10, 7) due to insufficient data (10 examples).

Processing grid size (7, 10) with 14 examples...
Skipping training for grid size (7, 10) due to insufficient data (14 examples).

Processing grid size (12, 3) with 14 examples...
Skipping training for grid size (12, 3) due to insufficient data (14 examples).

Processing grid size (3, 12) with 26 examples...
Skipping training for grid size (3, 12) due to insufficient data (26 examples).

Processing grid size (19, 18) with 12 examples...
Skipping training for grid size (19, 18) due to insufficient data (12 examples).

Processing grid size (18, 19) with 4 examples...
Skipping training for grid size (18, 19) due to insufficient data (4 examples).

Processing grid size (19, 19) with 160 examples...
Using Conv models for grid size (19, 19).
Grid Size (19, 19) | Epoch [0/500] | D Loss: 1.4697 | G Loss: 0.8997
Grid Size (19, 19) | Epoch [10/500] | D Loss: 0.8457 | G Loss: 1.3370
Grid Size (19, 19) | Epoch [20/500] | D Loss: 0.4102 | G Loss: 2.0539
Grid Size (19, 19) | Epoch [30/500] | D Loss: 0.4004 | G Loss: 2.1420
Grid Size (19, 19) | Epoch [40/500] | D Loss: 0.2859 | G Loss: 2.4872
Grid Size (19, 19) | Epoch [50/500] | D Loss: 0.3722 | G Loss: 2.3887
Grid Size (19, 19) | Epoch [60/500] | D Loss: 0.2919 | G Loss: 2.5843
Grid Size (19, 19) | Epoch [70/500] | D Loss: 0.3088 | G Loss: 2.3613
Grid Size (19, 19) | Epoch [80/500] | D Loss: 0.4694 | G Loss: 2.4081
Grid Size (19, 19) | Epoch [90/500] | D Loss: 0.7523 | G Loss: 1.0319
Grid Size (19, 19) | Epoch [100/500] | D Loss: 0.6854 | G Loss: 1.3330
Grid Size (19, 19) | Epoch [110/500] | D Loss: 0.8146 | G Loss: 1.5321
Grid Size (19, 19) | Epoch [120/500] | D Loss: 0.6944 | G Loss: 1.5379
Grid Size (19, 19) | Epoch [130/500] | D Loss: 0.6386 | G Loss: 1.8319
Grid Size (19, 19) | Epoch [140/500] | D Loss: 0.7993 | G Loss: 1.4008
Grid Size (19, 19) | Epoch [150/500] | D Loss: 0.5889 | G Loss: 1.6254
Grid Size (19, 19) | Epoch [160/500] | D Loss: 0.5685 | G Loss: 1.9111
Grid Size (19, 19) | Epoch [170/500] | D Loss: 0.6120 | G Loss: 1.6775
Grid Size (19, 19) | Epoch [180/500] | D Loss: 0.4803 | G Loss: 1.9902
Grid Size (19, 19) | Epoch [190/500] | D Loss: 0.4587 | G Loss: 2.3623
Grid Size (19, 19) | Epoch [200/500] | D Loss: 0.4528 | G Loss: 2.0204
Grid Size (19, 19) | Epoch [210/500] | D Loss: 0.3784 | G Loss: 2.2890
Grid Size (19, 19) | Epoch [220/500] | D Loss: 0.3832 | G Loss: 2.3146
Grid Size (19, 19) | Epoch [230/500] | D Loss: 0.4541 | G Loss: 2.3866
Grid Size (19, 19) | Epoch [240/500] | D Loss: 0.3210 | G Loss: 2.3719
Grid Size (19, 19) | Epoch [250/500] | D Loss: 0.3466 | G Loss: 2.4390
Grid Size (19, 19) | Epoch [260/500] | D Loss: 0.3058 | G Loss: 2.3134
Grid Size (19, 19) | Epoch [270/500] | D Loss: 0.2219 | G Loss: 2.4038
Grid Size (19, 19) | Epoch [280/500] | D Loss: 0.3694 | G Loss: 2.1506
Grid Size (19, 19) | Epoch [290/500] | D Loss: 0.2885 | G Loss: 2.1459
Grid Size (19, 19) | Epoch [300/500] | D Loss: 0.2692 | G Loss: 2.2807
Grid Size (19, 19) | Epoch [310/500] | D Loss: 0.2308 | G Loss: 2.8044
Grid Size (19, 19) | Epoch [320/500] | D Loss: 0.3258 | G Loss: 1.8105
Grid Size (19, 19) | Epoch [330/500] | D Loss: 0.3331 | G Loss: 2.1575
Grid Size (19, 19) | Epoch [340/500] | D Loss: 0.3289 | G Loss: 3.0586
Grid Size (19, 19) | Epoch [350/500] | D Loss: 0.1859 | G Loss: 3.0759
Grid Size (19, 19) | Epoch [360/500] | D Loss: 0.1364 | G Loss: 3.2269
Grid Size (19, 19) | Epoch [370/500] | D Loss: 0.1502 | G Loss: 2.9355
Grid Size (19, 19) | Epoch [380/500] | D Loss: 0.1599 | G Loss: 3.2580
Grid Size (19, 19) | Epoch [390/500] | D Loss: 0.1409 | G Loss: 2.7560
Grid Size (19, 19) | Epoch [400/500] | D Loss: 0.1760 | G Loss: 2.7582
Grid Size (19, 19) | Epoch [410/500] | D Loss: 0.1282 | G Loss: 3.5438
Grid Size (19, 19) | Epoch [420/500] | D Loss: 0.1784 | G Loss: 3.1364
Grid Size (19, 19) | Epoch [430/500] | D Loss: 0.1311 | G Loss: 3.5738
Grid Size (19, 19) | Epoch [440/500] | D Loss: 0.2045 | G Loss: 2.9442
Grid Size (19, 19) | Epoch [450/500] | D Loss: 0.1157 | G Loss: 3.6822
Grid Size (19, 19) | Epoch [460/500] | D Loss: 0.1214 | G Loss: 3.5772
Grid Size (19, 19) | Epoch [470/500] | D Loss: 2.0756 | G Loss: 2.9084
Grid Size (19, 19) | Epoch [480/500] | D Loss: 0.2974 | G Loss: 2.5014
Grid Size (19, 19) | Epoch [490/500] | D Loss: 0.1337 | G Loss: 2.9972

Training complete for grid size (19, 19).

Generating 200 new examples for grid size (19, 19)...
Generated dataset appended to '/content/drive/MyDrive/Google_AI_Studio/ARCAGI2025/datasets/generated_dcgan_dataset_19x19.json'.

Processing grid size (8, 11) with 14 examples...
Skipping training for grid size (8, 11) due to insufficient data (14 examples).

Processing grid size (11, 8) with 10 examples...
Skipping training for grid size (11, 8) due to insufficient data (10 examples).

Processing grid size (23, 23) with 56 examples...
Skipping training for grid size (23, 23) due to insufficient data (56 examples).

Processing grid size (7, 23) with 8 examples...
Skipping training for grid size (7, 23) due to insufficient data (8 examples).

Processing grid size (23, 7) with 8 examples...
Skipping training for grid size (23, 7) due to insufficient data (8 examples).

Processing grid size (15, 16) with 14 examples...
Skipping training for grid size (15, 16) due to insufficient data (14 examples).

Processing grid size (16, 15) with 26 examples...
Skipping training for grid size (16, 15) due to insufficient data (26 examples).

Processing grid size (16, 16) with 400 examples...
Using Conv models for grid size (16, 16).
Grid Size (16, 16) | Epoch [0/500] | D Loss: 1.4223 | G Loss: 0.9361
Grid Size (16, 16) | Epoch [10/500] | D Loss: 0.8203 | G Loss: 1.3380
Grid Size (16, 16) | Epoch [20/500] | D Loss: 0.5778 | G Loss: 1.6815
Grid Size (16, 16) | Epoch [30/500] | D Loss: 0.4715 | G Loss: 2.2804
Grid Size (16, 16) | Epoch [40/500] | D Loss: 0.2980 | G Loss: 2.3340
Grid Size (16, 16) | Epoch [50/500] | D Loss: 0.5585 | G Loss: 1.9603
Grid Size (16, 16) | Epoch [60/500] | D Loss: 0.7144 | G Loss: 1.8605
Grid Size (16, 16) | Epoch [70/500] | D Loss: 0.8768 | G Loss: 1.4843
Grid Size (16, 16) | Epoch [80/500] | D Loss: 0.8632 | G Loss: 1.4504
Grid Size (16, 16) | Epoch [90/500] | D Loss: 0.9573 | G Loss: 1.2039
Grid Size (16, 16) | Epoch [100/500] | D Loss: 0.8234 | G Loss: 1.2073
Grid Size (16, 16) | Epoch [110/500] | D Loss: 0.7175 | G Loss: 1.8653
Grid Size (16, 16) | Epoch [120/500] | D Loss: 0.7740 | G Loss: 1.6803
Grid Size (16, 16) | Epoch [130/500] | D Loss: 0.6502 | G Loss: 1.4689
Grid Size (16, 16) | Epoch [140/500] | D Loss: 0.6358 | G Loss: 1.5376
Grid Size (16, 16) | Epoch [150/500] | D Loss: 0.6565 | G Loss: 1.5193
Grid Size (16, 16) | Epoch [160/500] | D Loss: 0.5925 | G Loss: 1.5435
Grid Size (16, 16) | Epoch [170/500] | D Loss: 0.5121 | G Loss: 1.6146
Grid Size (16, 16) | Epoch [180/500] | D Loss: 0.7482 | G Loss: 1.9107
Grid Size (16, 16) | Epoch [190/500] | D Loss: 0.7128 | G Loss: 1.7445
Grid Size (16, 16) | Epoch [200/500] | D Loss: 0.6262 | G Loss: 1.4312
Grid Size (16, 16) | Epoch [210/500] | D Loss: 0.7036 | G Loss: 1.1780
Grid Size (16, 16) | Epoch [220/500] | D Loss: 0.5866 | G Loss: 1.6784
Grid Size (16, 16) | Epoch [230/500] | D Loss: 0.6252 | G Loss: 1.5883
Grid Size (16, 16) | Epoch [240/500] | D Loss: 0.7521 | G Loss: 1.6264
Grid Size (16, 16) | Epoch [250/500] | D Loss: 0.6212 | G Loss: 1.4814
Grid Size (16, 16) | Epoch [260/500] | D Loss: 0.5755 | G Loss: 2.2348
Grid Size (16, 16) | Epoch [270/500] | D Loss: 0.6790 | G Loss: 1.4875
Grid Size (16, 16) | Epoch [280/500] | D Loss: 0.5762 | G Loss: 1.6244
Grid Size (16, 16) | Epoch [290/500] | D Loss: 0.4862 | G Loss: 1.8376
Grid Size (16, 16) | Epoch [300/500] | D Loss: 0.5706 | G Loss: 1.3237
Grid Size (16, 16) | Epoch [310/500] | D Loss: 0.4949 | G Loss: 2.2055
Grid Size (16, 16) | Epoch [320/500] | D Loss: 0.4569 | G Loss: 1.9469
Grid Size (16, 16) | Epoch [330/500] | D Loss: 0.4435 | G Loss: 1.7079
Grid Size (16, 16) | Epoch [340/500] | D Loss: 0.6971 | G Loss: 1.7905
Grid Size (16, 16) | Epoch [350/500] | D Loss: 0.3566 | G Loss: 2.2051
Grid Size (16, 16) | Epoch [360/500] | D Loss: 0.4824 | G Loss: 1.9702
Grid Size (16, 16) | Epoch [370/500] | D Loss: 0.3906 | G Loss: 1.6929
Grid Size (16, 16) | Epoch [380/500] | D Loss: 0.4398 | G Loss: 1.9945
Grid Size (16, 16) | Epoch [390/500] | D Loss: 0.3093 | G Loss: 2.3372
Grid Size (16, 16) | Epoch [400/500] | D Loss: 0.3710 | G Loss: 2.3653
Grid Size (16, 16) | Epoch [410/500] | D Loss: 0.3590 | G Loss: 1.8139
Grid Size (16, 16) | Epoch [420/500] | D Loss: 0.3442 | G Loss: 2.1866
Grid Size (16, 16) | Epoch [430/500] | D Loss: 0.3458 | G Loss: 1.8827
Grid Size (16, 16) | Epoch [440/500] | D Loss: 0.6110 | G Loss: 1.9924
Grid Size (16, 16) | Epoch [450/500] | D Loss: 0.3614 | G Loss: 2.1296
Grid Size (16, 16) | Epoch [460/500] | D Loss: 0.2949 | G Loss: 2.4013
Grid Size (16, 16) | Epoch [470/500] | D Loss: 0.2500 | G Loss: 2.4861
Grid Size (16, 16) | Epoch [480/500] | D Loss: 0.2931 | G Loss: 2.8321
Grid Size (16, 16) | Epoch [490/500] | D Loss: 0.5227 | G Loss: 1.8666

Training complete for grid size (16, 16).

Generating 200 new examples for grid size (16, 16)...
Generated dataset appended to '/content/drive/MyDrive/Google_AI_Studio/ARCAGI2025/datasets/generated_dcgan_dataset_16x16.json'.

Processing grid size (12, 11) with 14 examples...
Skipping training for grid size (12, 11) due to insufficient data (14 examples).

Processing grid size (11, 12) with 10 examples...
Skipping training for grid size (11, 12) due to insufficient data (10 examples).

Processing grid size (17, 17) with 96 examples...
Skipping training for grid size (17, 17) due to insufficient data (96 examples).

Processing grid size (21, 16) with 6 examples...
Skipping training for grid size (21, 16) due to insufficient data (6 examples).

Processing grid size (16, 21) with 2 examples...
Skipping training for grid size (16, 21) due to insufficient data (2 examples).

Processing grid size (28, 26) with 8 examples...
Skipping training for grid size (28, 26) due to insufficient data (8 examples).

Processing grid size (26, 28) with 8 examples...
Skipping training for grid size (26, 28) due to insufficient data (8 examples).

Processing grid size (17, 11) with 8 examples...
Skipping training for grid size (17, 11) due to insufficient data (8 examples).

Processing grid size (11, 17) with 8 examples...
Skipping training for grid size (11, 17) due to insufficient data (8 examples).

Processing grid size (25, 26) with 12 examples...
Skipping training for grid size (25, 26) due to insufficient data (12 examples).

Processing grid size (26, 25) with 4 examples...
Skipping training for grid size (26, 25) due to insufficient data (4 examples).

Processing grid size (5, 6) with 24 examples...
Skipping training for grid size (5, 6) due to insufficient data (24 examples).

Processing grid size (6, 5) with 40 examples...
Skipping training for grid size (6, 5) due to insufficient data (40 examples).

Processing grid size (2, 2) with 64 examples...
Skipping training for grid size (2, 2) due to insufficient data (64 examples).

Processing grid size (19, 26) with 6 examples...
Skipping training for grid size (19, 26) due to insufficient data (6 examples).

Processing grid size (26, 19) with 2 examples...
Skipping training for grid size (26, 19) due to insufficient data (2 examples).

Processing grid size (1, 1) with 96 examples...
Skipping training for grid size (1, 1) due to insufficient data (96 examples).

Processing grid size (18, 18) with 72 examples...
Skipping training for grid size (18, 18) due to insufficient data (72 examples).

Processing grid size (11, 23) with 6 examples...
Skipping training for grid size (11, 23) due to insufficient data (6 examples).

Processing grid size (23, 11) with 2 examples...
Skipping training for grid size (23, 11) due to insufficient data (2 examples).

Processing grid size (8, 9) with 22 examples...
Skipping training for grid size (8, 9) due to insufficient data (22 examples).

Processing grid size (9, 8) with 18 examples...
Skipping training for grid size (9, 8) due to insufficient data (18 examples).

Processing grid size (25, 25) with 80 examples...
Skipping training for grid size (25, 25) due to insufficient data (80 examples).

Processing grid size (19, 25) with 6 examples...
Skipping training for grid size (19, 25) due to insufficient data (6 examples).

Processing grid size (25, 19) with 2 examples...
Skipping training for grid size (25, 19) due to insufficient data (2 examples).

Processing grid size (5, 5) with 224 examples...
Using Linear models for grid size (5, 5).
Grid Size (5, 5) | Epoch [0/500] | D Loss: 1.3973 | G Loss: 0.7471
Grid Size (5, 5) | Epoch [10/500] | D Loss: 1.3729 | G Loss: 0.7346
Grid Size (5, 5) | Epoch [20/500] | D Loss: 1.3655 | G Loss: 0.7265
Grid Size (5, 5) | Epoch [30/500] | D Loss: 1.3420 | G Loss: 0.7328
Grid Size (5, 5) | Epoch [40/500] | D Loss: 1.3360 | G Loss: 0.7246
Grid Size (5, 5) | Epoch [50/500] | D Loss: 1.3192 | G Loss: 0.7130
Grid Size (5, 5) | Epoch [60/500] | D Loss: 1.2885 | G Loss: 0.7169
Grid Size (5, 5) | Epoch [70/500] | D Loss: 1.3025 | G Loss: 0.7027
Grid Size (5, 5) | Epoch [80/500] | D Loss: 1.2677 | G Loss: 0.7086
Grid Size (5, 5) | Epoch [90/500] | D Loss: 1.2809 | G Loss: 0.7064
Grid Size (5, 5) | Epoch [100/500] | D Loss: 1.2765 | G Loss: 0.7101
Grid Size (5, 5) | Epoch [110/500] | D Loss: 1.2683 | G Loss: 0.7095
Grid Size (5, 5) | Epoch [120/500] | D Loss: 1.2715 | G Loss: 0.7176
Grid Size (5, 5) | Epoch [130/500] | D Loss: 1.2329 | G Loss: 0.7136
Grid Size (5, 5) | Epoch [140/500] | D Loss: 1.2515 | G Loss: 0.7138
Grid Size (5, 5) | Epoch [150/500] | D Loss: 1.2226 | G Loss: 0.7186
Grid Size (5, 5) | Epoch [160/500] | D Loss: 1.2084 | G Loss: 0.7240
Grid Size (5, 5) | Epoch [170/500] | D Loss: 1.2185 | G Loss: 0.7318
Grid Size (5, 5) | Epoch [180/500] | D Loss: 1.2044 | G Loss: 0.7279
Grid Size (5, 5) | Epoch [190/500] | D Loss: 1.1805 | G Loss: 0.7325
Grid Size (5, 5) | Epoch [200/500] | D Loss: 1.1965 | G Loss: 0.7256
Grid Size (5, 5) | Epoch [210/500] | D Loss: 1.1926 | G Loss: 0.7393
Grid Size (5, 5) | Epoch [220/500] | D Loss: 1.1708 | G Loss: 0.7536
Grid Size (5, 5) | Epoch [230/500] | D Loss: 1.2190 | G Loss: 0.7583
Grid Size (5, 5) | Epoch [240/500] | D Loss: 1.1771 | G Loss: 0.7392
Grid Size (5, 5) | Epoch [250/500] | D Loss: 1.2090 | G Loss: 0.7499
Grid Size (5, 5) | Epoch [260/500] | D Loss: 1.1490 | G Loss: 0.7649
Grid Size (5, 5) | Epoch [270/500] | D Loss: 1.1726 | G Loss: 0.7414
Grid Size (5, 5) | Epoch [280/500] | D Loss: 1.2477 | G Loss: 0.7681
Grid Size (5, 5) | Epoch [290/500] | D Loss: 1.1860 | G Loss: 0.7997
Grid Size (5, 5) | Epoch [300/500] | D Loss: 1.2049 | G Loss: 0.7628
Grid Size (5, 5) | Epoch [310/500] | D Loss: 1.1899 | G Loss: 0.7287
Grid Size (5, 5) | Epoch [320/500] | D Loss: 1.2544 | G Loss: 0.7432
Grid Size (5, 5) | Epoch [330/500] | D Loss: 1.2232 | G Loss: 0.7345
Grid Size (5, 5) | Epoch [340/500] | D Loss: 1.2678 | G Loss: 0.7232
Grid Size (5, 5) | Epoch [350/500] | D Loss: 1.2300 | G Loss: 0.7516
Grid Size (5, 5) | Epoch [360/500] | D Loss: 1.2295 | G Loss: 0.7709
Grid Size (5, 5) | Epoch [370/500] | D Loss: 1.2641 | G Loss: 0.7684
Grid Size (5, 5) | Epoch [380/500] | D Loss: 1.2267 | G Loss: 0.7947
Grid Size (5, 5) | Epoch [390/500] | D Loss: 1.2903 | G Loss: 0.7670
Grid Size (5, 5) | Epoch [400/500] | D Loss: 1.2823 | G Loss: 0.7592
Grid Size (5, 5) | Epoch [410/500] | D Loss: 1.2867 | G Loss: 0.7855
Grid Size (5, 5) | Epoch [420/500] | D Loss: 1.2771 | G Loss: 0.7640
Grid Size (5, 5) | Epoch [430/500] | D Loss: 1.3180 | G Loss: 0.8123
Grid Size (5, 5) | Epoch [440/500] | D Loss: 1.2541 | G Loss: 0.7622
Grid Size (5, 5) | Epoch [450/500] | D Loss: 1.2932 | G Loss: 0.7565
Grid Size (5, 5) | Epoch [460/500] | D Loss: 1.3132 | G Loss: 0.8059
Grid Size (5, 5) | Epoch [470/500] | D Loss: 1.2920 | G Loss: 0.7821
Grid Size (5, 5) | Epoch [480/500] | D Loss: 1.2885 | G Loss: 0.7711
Grid Size (5, 5) | Epoch [490/500] | D Loss: 1.2484 | G Loss: 0.7976

Training complete for grid size (5, 5).

Generating 200 new examples for grid size (5, 5)...
Generated dataset appended to '/content/drive/MyDrive/Google_AI_Studio/ARCAGI2025/datasets/generated_dcgan_dataset_5x5.json'.

Processing grid size (4, 4) with 208 examples...
Using Linear models for grid size (4, 4).
Grid Size (4, 4) | Epoch [0/500] | D Loss: 1.3800 | G Loss: 0.6787
Grid Size (4, 4) | Epoch [10/500] | D Loss: 1.3451 | G Loss: 0.6849
Grid Size (4, 4) | Epoch [20/500] | D Loss: 1.3358 | G Loss: 0.6873
Grid Size (4, 4) | Epoch [30/500] | D Loss: 1.2928 | G Loss: 0.6920
Grid Size (4, 4) | Epoch [40/500] | D Loss: 1.3046 | G Loss: 0.6955
Grid Size (4, 4) | Epoch [50/500] | D Loss: 1.2740 | G Loss: 0.7018
Grid Size (4, 4) | Epoch [60/500] | D Loss: 1.2506 | G Loss: 0.7007
Grid Size (4, 4) | Epoch [70/500] | D Loss: 1.2524 | G Loss: 0.7081
Grid Size (4, 4) | Epoch [80/500] | D Loss: 1.2296 | G Loss: 0.7159
Grid Size (4, 4) | Epoch [90/500] | D Loss: 1.2035 | G Loss: 0.7181
Grid Size (4, 4) | Epoch [100/500] | D Loss: 1.2145 | G Loss: 0.7326
Grid Size (4, 4) | Epoch [110/500] | D Loss: 1.2147 | G Loss: 0.7489
Grid Size (4, 4) | Epoch [120/500] | D Loss: 1.1720 | G Loss: 0.7412
Grid Size (4, 4) | Epoch [130/500] | D Loss: 1.2260 | G Loss: 0.7501
Grid Size (4, 4) | Epoch [140/500] | D Loss: 1.1707 | G Loss: 0.7521
Grid Size (4, 4) | Epoch [150/500] | D Loss: 1.1190 | G Loss: 0.7414
Grid Size (4, 4) | Epoch [160/500] | D Loss: 1.2070 | G Loss: 0.7340
Grid Size (4, 4) | Epoch [170/500] | D Loss: 1.1830 | G Loss: 0.7638
Grid Size (4, 4) | Epoch [180/500] | D Loss: 1.1391 | G Loss: 0.7757
Grid Size (4, 4) | Epoch [190/500] | D Loss: 1.0645 | G Loss: 0.7590
Grid Size (4, 4) | Epoch [200/500] | D Loss: 1.1186 | G Loss: 0.7813
Grid Size (4, 4) | Epoch [210/500] | D Loss: 1.1364 | G Loss: 0.7794
Grid Size (4, 4) | Epoch [220/500] | D Loss: 1.0996 | G Loss: 0.8097
Grid Size (4, 4) | Epoch [230/500] | D Loss: 1.1460 | G Loss: 0.8062
Grid Size (4, 4) | Epoch [240/500] | D Loss: 1.1206 | G Loss: 0.7956
Grid Size (4, 4) | Epoch [250/500] | D Loss: 1.0790 | G Loss: 0.8020
Grid Size (4, 4) | Epoch [260/500] | D Loss: 1.0951 | G Loss: 0.8185
Grid Size (4, 4) | Epoch [270/500] | D Loss: 1.1205 | G Loss: 0.8443
Grid Size (4, 4) | Epoch [280/500] | D Loss: 1.0783 | G Loss: 0.8233
Grid Size (4, 4) | Epoch [290/500] | D Loss: 1.0560 | G Loss: 0.8426
Grid Size (4, 4) | Epoch [300/500] | D Loss: 1.1297 | G Loss: 0.8455
Grid Size (4, 4) | Epoch [310/500] | D Loss: 1.1330 | G Loss: 0.8236
Grid Size (4, 4) | Epoch [320/500] | D Loss: 1.1017 | G Loss: 0.8421
Grid Size (4, 4) | Epoch [330/500] | D Loss: 1.1261 | G Loss: 0.8661
Grid Size (4, 4) | Epoch [340/500] | D Loss: 1.1329 | G Loss: 0.8998
Grid Size (4, 4) | Epoch [350/500] | D Loss: 1.1254 | G Loss: 0.8491
Grid Size (4, 4) | Epoch [360/500] | D Loss: 1.1726 | G Loss: 0.8751
Grid Size (4, 4) | Epoch [370/500] | D Loss: 1.1332 | G Loss: 0.8317
Grid Size (4, 4) | Epoch [380/500] | D Loss: 1.0952 | G Loss: 0.8460
Grid Size (4, 4) | Epoch [390/500] | D Loss: 1.2094 | G Loss: 0.8562
Grid Size (4, 4) | Epoch [400/500] | D Loss: 1.1934 | G Loss: 0.8443
Grid Size (4, 4) | Epoch [410/500] | D Loss: 1.2140 | G Loss: 0.8597
Grid Size (4, 4) | Epoch [420/500] | D Loss: 1.2153 | G Loss: 0.8680
Grid Size (4, 4) | Epoch [430/500] | D Loss: 1.2148 | G Loss: 0.8732
Grid Size (4, 4) | Epoch [440/500] | D Loss: 1.0843 | G Loss: 0.8727
Grid Size (4, 4) | Epoch [450/500] | D Loss: 1.2057 | G Loss: 0.8398
Grid Size (4, 4) | Epoch [460/500] | D Loss: 1.1896 | G Loss: 0.8708
Grid Size (4, 4) | Epoch [470/500] | D Loss: 1.2167 | G Loss: 0.8880
Grid Size (4, 4) | Epoch [480/500] | D Loss: 1.1157 | G Loss: 0.8571
Grid Size (4, 4) | Epoch [490/500] | D Loss: 1.1507 | G Loss: 0.8906

Training complete for grid size (4, 4).

Generating 200 new examples for grid size (4, 4)...
Generated dataset appended to '/content/drive/MyDrive/Google_AI_Studio/ARCAGI2025/datasets/generated_dcgan_dataset_4x4.json'.

Processing grid size (1, 5) with 22 examples...
Skipping training for grid size (1, 5) due to insufficient data (22 examples).

Processing grid size (5, 1) with 18 examples...
Skipping training for grid size (5, 1) due to insufficient data (18 examples).

Processing grid size (2, 10) with 8 examples...
Skipping training for grid size (2, 10) due to insufficient data (8 examples).

Processing grid size (10, 2) with 8 examples...
Skipping training for grid size (10, 2) due to insufficient data (8 examples).

Processing grid size (6, 10) with 16 examples...
Skipping training for grid size (6, 10) due to insufficient data (16 examples).

Processing grid size (10, 6) with 16 examples...
Skipping training for grid size (10, 6) due to insufficient data (16 examples).

Processing grid size (17, 13) with 12 examples...
Skipping training for grid size (17, 13) due to insufficient data (12 examples).

Processing grid size (13, 17) with 4 examples...
Skipping training for grid size (13, 17) due to insufficient data (4 examples).

Processing grid size (13, 11) with 8 examples...
Skipping training for grid size (13, 11) due to insufficient data (8 examples).

Processing grid size (11, 13) with 8 examples...
Skipping training for grid size (11, 13) due to insufficient data (8 examples).

Processing grid size (21, 23) with 6 examples...
Skipping training for grid size (21, 23) due to insufficient data (6 examples).

Processing grid size (23, 21) with 2 examples...
Skipping training for grid size (23, 21) due to insufficient data (2 examples).

Processing grid size (7, 30) with 6 examples...
Skipping training for grid size (7, 30) due to insufficient data (6 examples).

Processing grid size (30, 7) with 2 examples...
Skipping training for grid size (30, 7) due to insufficient data (2 examples).

Processing grid size (1, 6) with 6 examples...
Skipping training for grid size (1, 6) due to insufficient data (6 examples).

Processing grid size (6, 1) with 2 examples...
Skipping training for grid size (6, 1) due to insufficient data (2 examples).

Processing grid size (22, 4) with 6 examples...
Skipping training for grid size (22, 4) due to insufficient data (6 examples).

Processing grid size (4, 22) with 2 examples...
Skipping training for grid size (4, 22) due to insufficient data (2 examples).

Processing grid size (3, 8) with 18 examples...
Skipping training for grid size (3, 8) due to insufficient data (18 examples).

Processing grid size (8, 3) with 6 examples...
Skipping training for grid size (8, 3) due to insufficient data (6 examples).

Processing grid size (12, 13) with 32 examples...
Skipping training for grid size (12, 13) due to insufficient data (32 examples).

Processing grid size (13, 12) with 32 examples...
Skipping training for grid size (13, 12) due to insufficient data (32 examples).

Processing grid size (26, 23) with 6 examples...
Skipping training for grid size (26, 23) due to insufficient data (6 examples).

Processing grid size (23, 26) with 2 examples...
Skipping training for grid size (23, 26) due to insufficient data (2 examples).

Processing grid size (16, 11) with 14 examples...
Skipping training for grid size (16, 11) due to insufficient data (14 examples).

Processing grid size (11, 16) with 10 examples...
Skipping training for grid size (11, 16) due to insufficient data (10 examples).

Processing grid size (3, 6) with 48 examples...
Skipping training for grid size (3, 6) due to insufficient data (48 examples).

Processing grid size (6, 3) with 32 examples...
Skipping training for grid size (6, 3) due to insufficient data (32 examples).

Processing grid size (11, 15) with 6 examples...
Skipping training for grid size (11, 15) due to insufficient data (6 examples).

Processing grid size (15, 11) with 2 examples...
Skipping training for grid size (15, 11) due to insufficient data (2 examples).

Processing grid size (5, 11) with 16 examples...
Skipping training for grid size (5, 11) due to insufficient data (16 examples).

Processing grid size (11, 5) with 16 examples...
Skipping training for grid size (11, 5) due to insufficient data (16 examples).

Processing grid size (14, 16) with 18 examples...
Skipping training for grid size (14, 16) due to insufficient data (18 examples).

Processing grid size (16, 14) with 6 examples...
Skipping training for grid size (16, 14) due to insufficient data (6 examples).

Processing grid size (25, 20) with 12 examples...
Skipping training for grid size (25, 20) due to insufficient data (12 examples).

Processing grid size (20, 25) with 4 examples...
Skipping training for grid size (20, 25) due to insufficient data (4 examples).

Processing grid size (8, 10) with 26 examples...
Skipping training for grid size (8, 10) due to insufficient data (26 examples).

Processing grid size (10, 8) with 30 examples...
Skipping training for grid size (10, 8) due to insufficient data (30 examples).

Processing grid size (19, 21) with 12 examples...
Skipping training for grid size (19, 21) due to insufficient data (12 examples).

Processing grid size (21, 19) with 4 examples...
Skipping training for grid size (21, 19) due to insufficient data (4 examples).

Processing grid size (11, 9) with 22 examples...
Skipping training for grid size (11, 9) due to insufficient data (22 examples).

Processing grid size (9, 11) with 34 examples...
Skipping training for grid size (9, 11) due to insufficient data (34 examples).

Processing grid size (3, 10) with 6 examples...
Skipping training for grid size (3, 10) due to insufficient data (6 examples).

Processing grid size (10, 3) with 2 examples...
Skipping training for grid size (10, 3) due to insufficient data (2 examples).

Processing grid size (28, 28) with 32 examples...
Skipping training for grid size (28, 28) due to insufficient data (32 examples).

Processing grid size (7, 9) with 20 examples...
Skipping training for grid size (7, 9) due to insufficient data (20 examples).

Processing grid size (9, 7) with 12 examples...
Skipping training for grid size (9, 7) due to insufficient data (12 examples).

Processing grid size (3, 14) with 6 examples...
Skipping training for grid size (3, 14) due to insufficient data (6 examples).

Processing grid size (14, 3) with 2 examples...
Skipping training for grid size (14, 3) due to insufficient data (2 examples).

Processing grid size (22, 26) with 16 examples...
Skipping training for grid size (22, 26) due to insufficient data (16 examples).

Processing grid size (26, 22) with 16 examples...
